type,value,confidence,first_seen,last_seen,source_count,sources,reason
ipv4,85.206.161.241,high,2026-08-17T13:59:31+00:00,2026-08-17T13:59:31+00:00,1,Huntress:2026-08-17,[article sweep] IP address used for direct C2 communication via WebSocket
ipv4,45.192.12.34,high,2026-08-13T21:19:45+00:00,2026-08-13T21:19:45+00:00,1,Iverify:2026-08-13,[article sweep] Identified as a C2 server in malware configuration
ipv4,108.187.42.63,high,2026-08-13T12:20:26+00:00,2026-08-13T20:36:50.388033+00:00,2,securelist.com:2026-08-13|Acronis:2026-08-13,Identified as C2 server responding to requests.
ipv4,46.30.188.13,high,2026-08-13T12:20:26+00:00,2026-08-13T12:20:26+00:00,1,Acronis:2026-08-13,Identified as C2 server responding to requests.
ipv4,131.226.2.6,high,2026-08-12T14:35:21+00:00,2026-08-12T14:35:21+00:00,1,Rescana:2026-08-12,[article sweep] Listed as a known malicious IP in a threat report
ipv4,188.130.206.168,high,2026-08-12T14:35:21+00:00,2026-08-12T14:35:21+00:00,1,Rescana:2026-08-12,[article sweep] Known malicious IP used in SharePoint exploitation
ipv4,65.38.121.198,high,2026-08-12T14:35:21+00:00,2026-08-12T14:35:21+00:00,1,Rescana:2026-08-12,[article sweep] Listed as a known malicious IP in SharePoint exploitation
ipv4,166.88.134.62,high,2026-08-11T13:21:16.792531+00:00,2026-08-11T13:21:16.792531+00:00,1,opensourcemalware.com:2026-08-11,[article sweep] Decoded C2 IP address from a transaction
ipv4,74.65.75.102,high,2026-08-11T10:00:19+00:00,2026-08-11T10:00:19+00:00,1,Securelist:2026-08-11,Explicitly mentioned in response context.
ipv4,185.242.3.238,high,2026-08-08T00:42:00+00:00,2026-08-08T00:42:00+00:00,1,F5:2026-08-08,[article sweep] Observed sending SQL injection payloads to vulnerable endpoints
ipv4,104.239.66.201,high,2026-08-06T18:48:08+00:00,2026-08-06T18:48:08+00:00,1,Cyfirma:2026-08-06,[article sweep] Listed as part of a coordinated cyberattack
ipv4,73.158.81.165,high,2026-08-06T18:48:08+00:00,2026-08-06T18:48:08+00:00,1,Cyfirma:2026-08-06,[article sweep] Listed as part of a YARA rule for malicious activity
ipv4,76.229.204.88,high,2026-08-06T18:48:08+00:00,2026-08-06T18:48:08+00:00,1,Cyfirma:2026-08-06,[article sweep] Listed as part of a YARA rule for malicious activity
ipv4,213.165.51.115,high,2026-08-06T11:21:24.300532+00:00,2026-08-06T11:21:24.300532+00:00,1,www.trendmicro.com:2026-08-06,Listed as part of malicious infrastructure in hunting queries.
ipv4,154.223.58.64,high,2026-08-06T08:39:33+00:00,2026-08-06T08:39:33+00:00,1,Rescana:2026-08-06,Listed as C2 IP address.
ipv4,154.223.75.206,high,2026-08-06T08:39:33+00:00,2026-08-06T08:39:33+00:00,1,Rescana:2026-08-06,Listed as C2 IP address.
ipv4,38.60.142.56,high,2026-08-06T08:39:33+00:00,2026-08-06T08:39:33+00:00,1,Rescana:2026-08-06,Listed as C2 IP address.
ipv4,45.158.180.250,high,2026-08-06T08:39:33+00:00,2026-08-06T08:39:33+00:00,1,Rescana:2026-08-06,Listed as C2 IP address.
